13,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0787898,-0.105798,1.53236,0,0,0,0.883205,0.076121,0.117372,1.17717e-09,0.896347,0.899798,0.441602,0.486234,0.508585,0.102535,1,1,1
44,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0805704,-0.118585,1.53176,0,0,0,0.338753,0.390677,0.504582,7.34106e-11,0.844529,0.843317,0.169377,0.617603,0.673949,0.205099,1.00001,1,1
47,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0814397,-0.118528,1.5318,0,0,0,0.0504067,0.830491,0.909986,1.05205e-09,0.707527,0.675698,0.0252034,0.769009,0.792842,0.307668,1,1.00001,1
49,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0813381,-0.118082,1.53215,0,0,0,0.00290801,0.907261,0.906224,0.000662374,0.388673,0.31863,0.00178519,0.647967,0.612427,0.307723,1,1,1.00001
51,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0813728,-0.120275,1.53196,0,0,0,6.50663e-05,0.562297,0.495645,0.000576143,0.187492,0.154155,0.000320605,0.374895,0.3249,0.307748,1,1,1
53,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0810399,-0.118394,1.53242,0,0,0,6.4861e-05,0.564104,0.496861,0.00140665,0.187382,0.154091,0.000735754,0.375743,0.325476,0.206032,1.00752,1.00001,1.00001
55,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0814946,-0.119186,1.53224,0,0,0,6.47588e-05,0.564141,0.496669,0.00306597,0.188666,0.155204,0.00156536,0.376404,0.325936,0.103522,1.03031,1.00384,1.00001
57,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0816382,-0.119627,1.53275,0,0,0,6.45721e-05,0.563981,0.496458,0.44018,0.595688,0.546518,6.45721e-05,0.563981,0.496458,0.00103074,1.07256,1.00056,1.00259
59,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0809086,-0.118328,1.53149,0,0,0,6.46914e-05,0.564176,0.496758,0.359152,0.527161,0.459537,6.46914e-05,0.564176,0.496758,0.000232882,1.6437,1.00797,1.00041
61,-0.000280915,0.964197,-0.265186,-0.556727,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0811601,-0.119033,1.53256,0,0,0,6.46031e-05,0.563796,0.496435,0.164214,0.137422,0.282666,6.46031e-05,0.563796,0.496435,0.000245909,1.87529,2.28568,1.00008
