22,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0861721,-0.109302,1.53276,0,0,0,0.882917,0.0764933,0.117471,0,0.898435,0.899467,0.441458,0.487464,0.508469,0.102604,1,1,1
54,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0884834,-0.121016,1.53061,0,0,0,0.338591,0.393214,0.504133,1.46772e-10,0.847525,0.842548,0.169296,0.620369,0.67334,0.205133,1.00001,1,1
56,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0888746,-0.12095,1.53026,0,0,0,0.0504393,0.836011,0.908724,2.9532e-09,0.711665,0.674733,0.0252196,0.773838,0.791728,0.30764,1,1.00001,1
58,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0886013,-0.120776,1.53065,0,0,0,0.00291624,0.91426,0.904798,0.000622245,0.388195,0.319314,0.00176924,0.651228,0.612056,0.307567,1,1,1.00001
60,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0886685,-0.120364,1.53133,0,0,0,6.53423e-05,0.570117,0.494155,0.000477583,0.185167,0.154924,0.000271463,0.377642,0.324539,0.307612,1,1,1
62,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0886524,-0.120699,1.53089,0,0,0,6.54936e-05,0.572446,0.495812,0.00117567,0.185128,0.154926,0.000620581,0.378787,0.325369,0.205892,1.00819,1.00001,1
64,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0883831,-0.121439,1.53164,0,0,0,6.53018e-05,0.572134,0.495529,0.00239686,0.186053,0.155693,0.00123108,0.379093,0.325611,0.103436,1.07018,1.00385,1.00001
65,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0884837,-0.120594,1.53107,0,0,0,6.51653e-05,0.571766,0.495266,0.473009,0.62021,0.582082,6.51653e-05,0.571766,0.495266,0.000926701,1.09432,1.00006,1.0023
67,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0892216,-0.120467,1.53208,0,0,0,6.4906e-05,0.571326,0.494681,0.0487238,0.148964,0.121609,6.4906e-05,0.571326,0.494681,0.000245147,1.089,1.2504,1.00001
69,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0888653,-0.120425,1.53118,0,0,0,6.49297e-05,0.571409,0.494714,0.121389,0.173732,0.0444499,6.49297e-05,0.571409,0.494714,0.000187284,1.19673,1.09584,1.00011
71,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.088235,-0.12041,1.53116,0,0,0,6.48883e-05,0.571226,0.494638,0.140947,0.186911,0.0271236,6.48883e-05,0.571226,0.494638,0.000161515,2.43057,1.06261,1.18094
73,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0882063,-0.120484,1.53083,0,0,0,6.50499e-05,0.571364,0.494818,0.689106,0.522379,0.583658,6.50499e-05,0.571364,0.494818,0.000140047,1.24767,1.7949,1.58725
75,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0883521,-0.120932,1.53068,0,0,0,6.51164e-05,0.571519,0.495002,0.745006,0.561877,0.674906,6.51164e-05,0.571519,0.495002,0.000158541,1.29722,1.18016,1.91717
77,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0886352,-0.120679,1.53115,0,0,0,6.5287e-05,0.571782,0.495405,0.888606,0.712691,0.842613,6.5287e-05,0.571782,0.495405,0.000194588,1.03268,1.29568,3.34725
79,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0883682,-0.120643,1.53126,0,0,0,6.52752e-05,0.571717,0.495463,0.727588,0.661501,0.867313,6.52752e-05,0.571717,0.495463,0.000146623,1.15466,1.13731,1.3052
81,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0885886,-0.120681,1.53154,0,0,0,6.52002e-05,0.571669,0.495329,0.63579,0.614107,0.787265,6.52002e-05,0.571669,0.495329,0.000149989,1.65962,1.42101,1.28148
83,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0886649,-0.119998,1.53132,0,0,0,6.51138e-05,0.571505,0.495055,0.0874502,0.239415,0.102427,6.51138e-05,0.571505,0.495055,0.000130643,1.16962,7.64118,2.41643
86,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0886201,-0.120983,1.53114,0,0,0,6.50277e-05,0.571391,0.494877,0.206578,0.334174,0.12807,6.50277e-05,0.571391,0.494877,0.000129679,1.07112,1.28598,5.78166
88,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0884255,-0.120949,1.53087,0,0,0,6.50765e-05,0.571491,0.495026,0.208403,0.317481,0.10541,6.50765e-05,0.571491,0.495026,0.000120381,2.62249,1.15775,3.25395
91,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.089081,-0.12047,1.5313,0,0,0,6.50636e-05,0.571548,0.494907,0.38963,0.544362,0.337956,6.50636e-05,0.571548,0.494907,0.000114091,2.0866,1.25696,1.13122
93,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0883534,-0.12099,1.53102,0,0,0,6.5154e-05,0.571728,0.495141,0.785984,0.950808,0.793979,6.5154e-05,0.571728,0.495141,0.000121352,2.01896,1.38518,1.75674
96,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0885849,-0.121178,1.5319,0,0,0,6.50344e-05,0.571663,0.495095,0.445764,0.60617,0.543194,6.50344e-05,0.571663,0.495095,0.00017954,1.28619,1.30023,1.34666
99,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0884796,-0.12101,1.53139,0,0,0,6.49913e-05,0.571565,0.495033,0.42003,0.508402,0.567443,6.49913e-05,0.571565,0.495033,0.000149485,1.08351,1.53043,1.36864
101,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0878086,-0.121851,1.53176,0,0,0,6.48247e-05,0.571289,0.494913,0.278234,0.367464,0.430489,6.48247e-05,0.571289,0.494913,0.000200674,1.02565,1.09331,1.35794
104,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0876394,-0.121368,1.53119,0,0,0,6.48458e-05,0.571242,0.495221,0.388168,0.381908,0.535423,6.48458e-05,0.571242,0.495221,0.000226443,1.09393,1.05376,1.16353
106,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0875316,-0.121851,1.53225,0,0,0,6.46226e-05,0.570822,0.495009,0.346103,0.354401,0.495021,6.46226e-05,0.570822,0.495009,0.000321436,1.10807,1.02139,1.03297
109,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0882111,-0.121375,1.53223,0,0,0,6.45645e-05,0.570684,0.494965,0.367789,0.354461,0.512273,6.45645e-05,0.570684,0.494965,0.000263192,1.00692,1.03063,1.03527
111,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0875219,-0.121546,1.53219,0,0,0,6.44248e-05,0.570352,0.494874,0.271547,0.273201,0.415394,6.44248e-05,0.570352,0.494874,0.000240107,1.00018,1.01062,1.0179
114,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0886191,-0.121594,1.53316,0,0,0,6.41707e-05,0.569952,0.494283,0.0884465,0.166835,0.232383,6.41707e-05,0.569952,0.494283,0.000235546,1.34882,1.05816,1.08481
116,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0881045,-0.12179,1.53172,0,0,0,6.40669e-05,0.569886,0.494102,0.0574917,0.235832,0.192886,6.40669e-05,0.569886,0.494102,0.000254312,1.06097,1.32186,1.1747
119,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0878432,-0.12147,1.5315,0,0,0,6.42019e-05,0.570135,0.494271,0.284225,0.407794,0.195309,6.42019e-05,0.570135,0.494271,0.000223692,2.11902,1.44473,1.44902
121,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.087935,-0.12167,1.53149,0,0,0,6.4332e-05,0.570384,0.494583,0.792685,0.966317,0.752401,6.4332e-05,0.570384,0.494583,0.000170502,1.1661,2.74986,2.1325
124,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0881149,-0.121853,1.53148,0,0,0,6.44469e-05,0.570737,0.494783,0.879285,0.924792,0.795678,6.44469e-05,0.570737,0.494783,0.000180617,1.13611,1.14818,3.59761
126,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0881842,-0.11709,1.52892,0,0,0,6.52755e-05,0.57158,0.495726,0.833212,0.684343,0.692106,6.52755e-05,0.57158,0.495726,0.000534217,1.10548,1.03205,1.41533
129,0.00292817,0.964842,-0.262815,-0.55493,-0.254574,-0.272152,1.102,0.0779873,-0.284327,1.061,-1,0,-0.0882384,-0.12012,1.52925,0,0,0,6.57452e-05,0.572235,0.496339,0.809961,0.670421,0.666082,6.57452e-05,0.572235,0.496339,0.000677045,1.00686,1.08537,1.05212
