13,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179851,-0.124204,1.28685,0,0,0,0.940195,0.0570403,0.0864163,0,0.932226,0.88775,0.470098,0.494633,0.487083,0.0870188,1,1,1,0.00263161,4.07472e-05,6.99849e-06
44,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178823,-0.115275,1.28181,0,0,0,0.502619,0.278585,0.34235,3.27735e-09,0.903931,0.839866,0.251309,0.591258,0.591108,0.173642,1.00001,1,1,0.00183225,3.62021e-05,7.52542e-06
47,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179484,-0.118838,1.28312,0,0,0,0.136469,0.704909,0.722299,0,0.844058,0.739468,0.0682346,0.774483,0.730884,0.260379,1,1,1,0.00206122,4.14148e-05,8.77877e-06
49,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178731,-0.121325,1.28407,0,0,0,0.0187912,0.974831,0.899083,0.000327083,0.657534,0.51754,0.00955913,0.816183,0.708312,0.260168,1,1,1,0.00207289,3.70654e-05,6.95009e-06
51,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178718,-0.119909,1.28352,0,0,0,0.00131526,0.952274,0.762333,4.26871e-05,0.286098,0.280383,0.000678973,0.619186,0.521358,0.260307,1,1,1,0.00198875,3.61042e-05,6.89072e-06
53,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179495,-0.119633,1.28369,0,0,0,0.00132617,0.95216,0.762385,0.000162939,0.287034,0.280939,0.000744554,0.619597,0.521662,0.173941,1.00705,1,1,0.00208053,4.1026e-05,7.20351e-06
55,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179456,-0.119674,1.28312,0,0,0,0.00132075,0.952525,0.762628,1.99829e-05,0.286429,0.280588,0.000670365,0.619477,0.521608,0.0874425,5.41315,1.00142,1,0.00209142,4.12736e-05,7.06485e-06
57,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179405,-0.120108,1.28353,0,0,0,0.00131919,0.95261,0.762753,0.751333,0.934898,0.724662,0.00131919,0.95261,0.762753,0.000769236,1.0034,1.00282,1.0008,0.00202234,4.15428e-05,7.3563e-06
59,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178686,-0.121524,1.28342,0,0,0,0.00132108,0.952719,0.762929,0.409992,0.664642,0.581895,0.00132108,0.952719,0.762929,0.000442978,1.34812,1.37099,1.00166,0.00203509,3.68627e-05,8.28828e-06
62,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178743,-0.122344,1.28363,0,0,0,0.00132005,0.952983,0.763268,0.48114,0.714724,0.65243,0.00132005,0.952983,0.763268,0.000296683,1.15846,1.02756,1.00283,0.00203767,3.65965e-05,8.61559e-06
64,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178656,-0.119611,1.28339,0,0,0,0.0013213,0.952974,0.763531,0.577456,0.735782,0.776155,0.0013213,0.952974,0.763531,0.000266919,1.3038,1.00756,1.06743,0.00211819,3.67433e-05,8.0111e-06
66,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178741,-0.122849,1.28383,0,0,0,0.00131856,0.953197,0.764035,0.45432,0.64421,0.679552,0.00131856,0.953197,0.764035,0.000444023,1.19294,1.03801,1.01655,0.00212825,3.63812e-05,7.66491e-06
68,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179641,-0.11941,1.28361,0,0,0,0.00131844,0.953121,0.763857,0.440031,0.583582,0.699443,0.00131844,0.953121,0.763857,0.000330878,1.54069,1.02003,1.03228,0.00207592,4.18586e-05,7.44151e-06
70,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179604,-0.119952,1.28398,0,0,0,0.00131683,0.952918,0.763279,0.160361,0.44291,0.361159,0.00131683,0.952918,0.763279,0.000398451,1.0079,4.31764,1.27129,0.00203546,4.18399e-05,7.78378e-06
72,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179489,-0.117771,1.28303,0,0,0,0.00131961,0.952519,0.762532,0.515336,0.328982,0.296211,0.00131961,0.952519,0.762532,0.000487835,1.03304,2.29579,9.08551,0.00202018,4.19676e-05,8.46699e-06
74,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178819,-0.122434,1.28404,0,0,0,0.00131682,0.952764,0.762785,0.455412,0.333808,0.211441,0.00131682,0.952764,0.762785,0.000631893,3.84126,1.0061,4.4991,0.00205856,3.67372e-05,6.29882e-06
76,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179718,-0.126281,1.2859,0,0,0,0.00130928,0.952928,0.762632,0.226027,0.504529,0.312759,0.00130928,0.952928,0.762632,0.000779809,1.01612,3.43154,1.01413,0.00259067,4.24567e-05,9.19653e-06
79,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178861,-0.120043,1.28354,0,0,0,0.00130963,0.952964,0.762931,0.352538,0.603218,0.547969,0.00130963,0.952964,0.762931,0.000535366,1.13131,1.98443,4.13898,0.0020032,3.57013e-05,6.47077e-06
81,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.178827,-0.123271,1.28457,0,0,0,0.00130725,0.953216,0.763495,0.367742,0.598604,0.581398,0.00130725,0.953216,0.763495,0.000572582,1.04356,1.04441,2.19897,0.00210494,3.6202e-05,7.32673e-06
84,0.00366179,0.965719,-0.259564,-0.551696,-0.254574,-0.272152,1.102,0.0833215,-0.283523,1.058,-1,0,-0.179476,-0.120775,1.28383,0,0,0,0.00130403,0.953444,0.763779,0.422603,0.623648,0.646525,0.00130403,0.953444,0.763779,0.000505031,1.00706,1.01034,1.13358,0.00214856,4.19028e-05,7.78544e-06
