23,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0431297,-0.217681,1.25047,0,0,0,0.947354,0.0475709,0.0899182,2.15386e-10,0.919456,0.938633,0.473677,0.483514,0.514276,0.0846673,1,1,1,0.000451001,3.93967e-05,1.07511e-05
55,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0416791,-0.218189,1.25156,0.395032,0.469022,1.402,0.00769376,0.236029,0.369051,0.740185,0.889663,0.91292,0.373939,0.562846,0.640986,0.169409,1,1,1,0.00036044,3.77591e-05,1.23892e-05
57,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0418663,-0.21815,1.25101,0.287577,0.527653,1.611,0.00839863,0.624908,0.804768,0.721812,0.829026,0.851711,0.365105,0.726967,0.82824,0.254114,1,1,1,0.00036418,3.85717e-05,9.48979e-06
59,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.042108,-0.218261,1.2506,0.287577,0.527653,1.611,0.030825,0.928833,0.997119,0.658366,0.670056,0.624289,0.344595,0.799445,0.810704,0.254127,1,1,1,0.000389198,3.43206e-05,9.48022e-06
62,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0421932,-0.218364,1.25135,0.287577,0.527653,1.611,0.0640457,0.940461,0.953623,0.577698,0.35341,0.225394,0.320872,0.646936,0.589509,0.254116,1,1,1,0.000370186,3.61536e-05,1.12422e-05
64,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0417713,-0.218383,1.25115,0.287577,0.527653,1.611,0.0640636,0.940186,0.95369,0.577626,0.353256,0.225161,0.320845,0.646721,0.589426,0.169522,1.00073,1,1,0.00038853,3.51993e-05,1.06798e-05
66,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0421297,-0.218117,1.25164,0.268806,0.543772,1.634,0.0566799,0.940251,0.95363,0.583587,0.353161,0.225296,0.320133,0.646706,0.589463,0.0848729,1.59349,1.0002,1,0.000397772,3.49785e-05,9.71887e-06
69,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0418854,-0.2186,1.25121,0.268806,0.543772,1.634,0.056654,0.940254,0.953623,0.462699,0.300465,0.500167,0.056654,0.940254,0.953623,0.00017516,1.43833,1.00024,1.00016,0.000384587,3.55488e-05,1.1057e-05
72,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0418774,-0.218664,1.25137,0.268806,0.543772,1.634,0.0566598,0.940149,0.953551,0.429548,0.457407,0.309885,0.0566598,0.940149,0.953551,0.000123868,1.06463,1.04398,1.00006,0.000370469,3.55858e-05,1.31268e-05
74,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0425595,-0.218127,1.25218,0.268806,0.543772,1.634,0.0566962,0.940111,0.953378,0.531677,0.385513,0.24889,0.0566962,0.940111,0.953378,0.000155524,1.13688,1.11257,1.00002,0.000385571,3.69043e-05,9.07608e-06
77,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0416658,-0.218192,1.25099,0.268806,0.543772,1.634,0.0567075,0.940101,0.953402,0.641124,0.331399,0.19347,0.0567075,0.940101,0.953402,0.000140584,1.43447,1.264,1.13769,0.000387102,3.60073e-05,1.20613e-05
80,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0419825,-0.218517,1.25102,0.15851,0.537146,1.589,0.085379,0.940162,0.953531,0.545394,0.661286,0.180567,0.085379,0.940162,0.953531,0.000130854,1.20956,2.70178,1.05692,0.000356466,3.92405e-05,1.35239e-05
82,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0418479,-0.218185,1.2508,0.15851,0.537146,1.589,0.0854051,0.94018,0.953573,0.443565,0.58554,0.820392,0.0854051,0.94018,0.953573,0.000106953,1.27927,3.2971,4.17459,0.000391251,3.67418e-05,1.02915e-05
85,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0420107,-0.218327,1.2517,0.15851,0.537146,1.589,0.0854527,0.940152,0.953493,0.519032,0.600184,0.714078,0.0854527,0.940152,0.953493,0.000121635,1.40053,1.56702,2.66766,0.000368718,3.72925e-05,1.35959e-05
88,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0419373,-0.218465,1.25133,0.15851,0.537146,1.589,0.0853937,0.940153,0.953699,0.534096,0.487548,0.788911,0.0853937,0.940153,0.953699,0.000145137,2.22197,1.04058,1.19248,0.000371124,3.81236e-05,1.13739e-05
91,0.00488692,0.975755,-0.21881,-0.511958,-0.257808,-0.27561,1.116,0.0865312,-0.289286,1.052,-1,0,-0.0418453,-0.218406,1.25126,0.0240199,0.518183,1.525,0.130185,0.940165,0.953653,0.303007,0.448816,0.892244,0.130185,0.940165,0.953653,0.00013219,1.62432,2.17026,1.08343,0.000373106,3.89642e-05,1.03637e-05
